N=1000, I0=1, t_max=100000, gamma=0.1, sigma=0
timestep,source_label,target_label,source_during,target_before,target_after,S_total,I_total,M_total
9877,483,719,S,S,S,904,73,23
9878,911,727,S,S,S,904,73,23
9879,463,130,S,S,S,904,73,23
9880,582,952,S,S,S,904,73,23
9881,149,516,S,S,S,904,73,23
9882,400,881,S,S,S,904,73,23
9883,683,121,S,S,S,904,73,23
9884,892,104,S,S,S,904,73,23
9885,550,600,S,S,S,904,73,23
9886,303,165,S,S,S,904,73,23
9887,351,80,S,S,S,904,73,23
9888,639,652,S,I,I,904,73,23
9889,777,679,S,S,S,904,73,23
9890,410,936,S,S,S,904,73,23
9891,150,165,S,S,S,904,73,23
9892,836,955,S,S,S,904,73,23
9893,642,827,S,S,S,904,73,23
9894,705,1,S,S,S,904,73,23
9895,889,19,S,S,S,904,73,23
9896,115,477,S,I,I,904,73,23
9897,975,901,S,S,S,904,73,23
9898,267,524,S,I,I,904,73,23
9899,332,587,S,M,M,904,73,23
9900,149,688,S,S,S,904,73,23
9901,313,290,S,S,S,904,73,23
9902,295,294,S,S,S,904,73,23
9903,604,16,I,S,S,904,73,23
9904,489,485,S,S,S,904,73,23
9905,363,37,S,I,I,904,73,23
9906,302,873,S,S,S,904,73,23
9907,614,663,S,M,M,904,73,23
9908,472,2,S,S,S,904,73,23
9909,565,313,I,S,I,903,74,23
9910,50,671,S,I,I,903,74,23
9911,750,138,S,S,S,903,74,23
9912,291,997,S,S,S,903,74,23
9913,929,264,S,S,S,903,74,23
9914,3,646,S,S,S,903,74,23
9915,555,215,S,S,S,903,74,23
9916,313,264,I,S,I,902,75,23
9917,211,165,S,S,S,902,75,23
9918,263,133,S,S,S,902,75,23
9919,794,189,S,S,S,902,75,23
9920,651,264,S,I,I,902,75,23
9921,216,459,S,S,S,902,75,23
9922,740,643,S,M,M,902,75,23
9923,416,37,S,I,I,902,75,23
9924,246,434,S,S,S,902,75,23
9925,396,603,S,S,S,902,75,23
9926,36,724,S,S,S,902,75,23
9927,135,984,S,S,S,902,75,23
9928,42,223,S,S,S,902,75,23
9929,296,398,S,S,S,902,75,23
9930,914,911,S,S,S,902,75,23
9931,107,785,S,S,S,902,75,23
9932,850,98,S,S,S,902,75,23
9933,683,273,S,S,S,902,75,23
9934,107,353,S,I,I,902,75,23
9935,934,236,S,S,S,902,75,23
9936,72,533,S,S,S,902,75,23
9937,680,640,S,S,S,902,75,23
9938,451,947,M,S,S,902,75,23
9939,944,205,S,S,S,902,75,23
9940,504,73,S,S,S,902,75,23
9941,114,727,S,S,S,902,75,23
9942,597,844,S,S,S,902,75,23
9943,888,865,S,S,S,902,75,23
9944,412,846,S,S,S,902,75,23
9945,757,681,S,S,S,902,75,23
9946,791,407,S,S,S,902,75,23
9947,476,60,I,S,I,901,76,23
9948,461,221,S,I,I,901,76,23
9949,363,360,S,I,M,901,75,24
9950,51,906,S,S,S,901,75,24
9951,321,399,S,S,S,901,75,24
9952,436,816,S,S,S,901,75,24
9953,862,734,S,I,I,901,75,24
9954,667,813,S,S,S,901,75,24
9955,30,404,S,S,S,901,75,24
9956,162,321,S,S,S,901,75,24
9957,169,368,S,I,I,901,75,24
9958,965,114,S,S,S,901,75,24
9959,411,708,S,I,I,901,75,24
9960,400,154,S,S,S,901,75,24
9961,990,932,S,S,S,901,75,24
9962,798,511,S,S,S,901,75,24
9963,427,744,S,S,S,901,75,24
9964,474,743,I,S,S,901,75,24
9965,279,856,S,S,S,901,75,24
9966,804,112,S,S,S,901,75,24
9967,679,103,S,S,S,901,75,24
9968,67,843,I,S,I,900,76,24
9969,836,351,S,S,S,900,76,24
9970,638,142,S,S,S,900,76,24
9971,520,152,S,S,S,900,76,24
9972,217,112,S,S,S,900,76,24
9973,934,747,S,S,S,900,76,24
9974,596,664,S,S,S,900,76,24
9975,922,703,S,S,S,900,76,24
9976,709,246,S,S,S,900,76,24
9977,596,992,S,S,S,900,76,24
9978,319,261,S,S,S,900,76,24
9979,198,901,S,S,S,900,76,24
9980,483,145,S,S,S,900,76,24
9981,336,225,S,S,S,900,76,24
9982,706,562,S,S,S,900,76,24
9983,266,840,I,S,S,900,76,24
9984,875,775,S,S,S,900,76,24
9985,754,314,S,S,S,900,76,24
9986,989,539,S,S,S,900,76,24
9987,863,838,S,S,S,900,76,24
9988,297,53,S,S,S,900,76,24
9989,640,728,S,S,S,900,76,24
9990,543,751,S,S,S,900,76,24
9991,399,351,S,S,S,900,76,24
9992,21,671,I,I,I,900,76,24
9993,77,70,S,S,S,900,76,24
9994,792,62,S,I,I,900,76,24
9995,285,412,S,S,S,900,76,24
9996,323,938,S,S,S,900,76,24
9997,199,887,S,S,S,900,76,24
9998,350,744,S,S,S,900,76,24
9999,520,291,S,S,S,900,76,24
10000,184,618,S,S,S,900,76,24
10001,276,739,S,S,S,900,76,24
10002,924,987,S,S,S,900,76,24
10003,562,121,S,S,S,900,76,24
10004,916,752,S,S,S,900,76,24
10005,174,964,S,S,S,900,76,24
10006,142,364,S,S,S,900,76,24
10007,554,957,S,S,S,900,76,24
10008,630,906,S,S,S,900,76,24
10009,590,507,S,S,S,900,76,24
10010,998,926,S,S,S,900,76,24
10011,845,607,I,S,S,900,76,24
10012,244,195,S,S,S,900,76,24
10013,979,445,S,S,S,900,76,24
10014,906,939,S,S,S,900,76,24
10015,376,343,S,S,S,900,76,24
10016,973,883,S,S,S,900,76,24
10017,784,541,S,I,I,900,76,24
10018,989,85,S,S,S,900,76,24
10019,815,981,S,S,S,900,76,24
10020,899,274,S,S,S,900,76,24
10021,997,984,S,S,S,900,76,24
10022,686,998,S,S,S,900,76,24
10023,764,310,S,S,S,900,76,24
10024,564,540,S,S,S,900,76,24
10025,591,240,S,S,S,900,76,24
10026,954,236,S,S,S,900,76,24
10027,703,134,S,S,S,900,76,24
10028,762,947,S,S,S,900,76,24
10029,823,534,S,S,S,900,76,24
10030,462,695,S,S,S,900,76,24
10031,670,731,S,S,S,900,76,24
10032,212,232,S,S,S,900,76,24
10033,664,65,S,S,S,900,76,24
10034,192,739,S,S,S,900,76,24
10035,454,762,S,S,S,900,76,24
10036,828,354,S,S,S,900,76,24
10037,486,499,S,S,S,900,76,24
10038,775,429,S,S,S,900,76,24
10039,393,986,S,S,S,900,76,24
10040,257,237,S,S,S,900,76,24
10041,433,493,S,S,S,900,76,24
10042,515,889,S,S,S,900,76,24
10043,329,312,S,S,S,900,76,24
10044,378,815,M,S,S,900,76,24
10045,296,542,S,S,S,900,76,24
10046,576,592,S,S,S,900,76,24
10047,546,583,S,S,S,900,76,24
10048,899,324,S,S,S,900,76,24
10049,38,204,S,S,S,900,76,24
10050,546,173,S,I,M,900,75,25
10051,125,765,S,S,S,900,75,25
10052,92,183,S,S,S,900,75,25
10053,773,854,S,S,S,900,75,25
10054,170,954,S,S,S,900,75,25
10055,727,919,S,S,S,900,75,25
10056,451,179,M,S,S,900,75,25
10057,333,427,S,S,S,900,75,25
10058,943,591,S,S,S,900,75,25
10059,669,806,S,S,S,900,75,25
10060,803,71,S,S,S,900,75,25
10061,287,614,S,S,S,900,75,25
10062,208,198,S,S,S,900,75,25
10063,916,628,S,S,S,900,75,25
10064,486,53,S,S,S,900,75,25
10065,423,201,S,S,S,900,75,25
10066,822,75,S,S,S,900,75,25
10067,232,152,S,S,S,900,75,25
10068,213,518,I,S,S,900,75,25
10069,727,8,S,S,S,900,75,25
10070,302,961,S,S,S,900,75,25
10071,196,165,S,S,S,900,75,25
10072,659,745,S,S,S,900,75,25
10073,903,993,S,S,S,900,75,25
10074,972,189,S,S,S,900,75,25
10075,272,45,S,S,S,900,75,25
10076,709,466,S,S,S,900,75,25
10077,655,335,S,S,S,900,75,25
10078,407,932,S,S,S,900,75,25
10079,230,624,S,S,S,900,75,25
10080,321,915,S,S,S,900,75,25
10081,816,999,S,S,S,900,75,25
10082,539,34,S,S,S,900,75,25
10083,647,825,S,S,S,900,75,25
10084,127,518,S,S,S,900,75,25
10085,144,971,S,S,S,900,75,25
10086,969,634,S,S,S,900,75,25
10087,24,231,S,S,S,900,75,25
10088,748,973,S,S,S,900,75,25
10089,885,656,S,S,S,900,75,25
10090,556,972,S,S,S,900,75,25
10091,391,595,S,I,I,900,75,25
10092,300,229,S,S,S,900,75,25
10093,349,852,I,S,I,899,76,25
10094,365,994,M,S,S,899,76,25
10095,498,611,S,I,I,899,76,25
10096,161,393,S,S,S,899,76,25
10097,890,942,S,S,S,899,76,25
10098,715,961,S,S,S,899,76,25
10099,899,667,S,S,S,899,76,25
10100,299,762,S,S,S,899,76,25
10101,856,76,S,S,S,899,76,25
10102,187,926,S,S,S,899,76,25
10103,279,834,S,S,S,899,76,25
10104,483,28,S,S,S,899,76,25
10105,990,916,S,S,S,899,76,25
10106,267,428,S,S,S,899,76,25
10107,97,348,S,S,S,899,76,25
10108,756,296,I,S,I,898,77,25
10109,766,351,S,S,S,898,77,25
10110,111,922,S,S,S,898,77,25
10111,797,902,S,S,S,898,77,25
10112,845,802,I,S,I,897,78,25
10113,375,373,S,S,S,897,78,25
10114,6,484,S,S,S,897,78,25
10115,638,837,S,S,S,897,78,25
10116,903,259,S,S,S,897,78,25
10117,116,352,S,S,S,897,78,25
10118,213,629,I,S,S,897,78,25
10119,304,257,S,S,S,897,78,25
10120,235,779,S,S,S,897,78,25
10121,582,455,S,S,S,897,78,25
10122,657,644,S,S,S,897,78,25
10123,456,79,S,S,S,897,78,25
10124,577,754,S,S,S,897,78,25
10125,587,941,M,S,S,897,78,25
10126,173,999,M,S,S,897,78,25
10127,825,355,S,I,I,897,78,25
10128,25,195,S,S,S,897,78,25
10129,501,719,I,S,I,896,79,25
10130,26,788,S,S,S,896,79,25
10131,616,867,S,I,I,896,79,25
10132,632,37,S,I,I,896,79,25
10133,714,317,S,S,S,896,79,25
10134,731,477,S,I,I,896,79,25
10135,704,971,S,S,S,896,79,25
10136,411,768,S,S,S,896,79,25
10137,580,214,S,S,S,896,79,25
10138,138,935,S,S,S,896,79,25
10139,756,101,I,S,S,896,79,25
10140,330,336,S,S,S,896,79,25
10141,71,857,S,S,S,896,79,25
10142,668,266,S,I,M,896,78,26
10143,240,597,S,S,S,896,78,26
10144,583,7,S,S,S,896,78,26
10145,137,397,S,S,S,896,78,26
10146,98,532,S,S,S,896,78,26
10147,299,950,S,S,S,896,78,26
10148,936,356,S,S,S,896,78,26
10149,376,714,S,S,S,896,78,26
10150,403,294,S,S,S,896,78,26
10151,186,8,S,S,S,896,78,26
10152,914,834,S,S,S,896,78,26
10153,899,534,S,S,S,896,78,26
10154,189,105,S,S,S,896,78,26
10155,413,165,S,S,S,896,78,26
10156,360,427,M,S,S,896,78,26
10157,957,571,S,I,I,896,78,26
10158,177,632,S,S,S,896,78,26
10159,757,171,S,S,S,896,78,26
10160,698,49,I,S,I,895,79,26
10161,858,859,S,S,S,895,79,26
10162,857,634,S,S,S,895,79,26
10163,334,879,S,M,M,895,79,26
10164,168,251,S,S,S,895,79,26
10165,625,971,S,S,S,895,79,26
10166,307,780,S,S,S,895,79,26
10167,951,72,S,S,S,895,79,26
10168,928,207,S,S,S,895,79,26
10169,885,758,S,S,S,895,79,26
10170,217,964,S,S,S,895,79,26
10171,43,219,S,S,S,895,79,26
10172,233,575,S,S,S,895,79,26
10173,625,446,S,S,S,895,79,26
10174,276,657,S,S,S,895,79,26
10175,782,116,S,S,S,895,79,26
10176,572,680,S,S,S,895,79,26
10177,992,28,S,S,S,895,79,26
10178,852,36,I,S,I,894,80,26
10179,985,510,S,S,S,894,80,26
10180,540,56,S,S,S,894,80,26
10181,758,614,S,S,S,894,80,26
10182,539,94,S,S,S,894,80,26
10183,426,46,S,I,I,894,80,26
10184,554,32,S,S,S,894,80,26
10185,28,283,S,S,S,894,80,26
10186,338,0,S,M,M,894,80,26
10187,362,220,S,S,S,894,80,26
10188,211,386,S,S,S,894,80,26
10189,987,758,S,S,S,894,80,26
10190,133,389,S,S,S,894,80,26
10191,932,141,S,S,S,894,80,26
10192,976,484,S,S,S,894,80,26
10193,928,147,S,S,S,894,80,26
10194,864,683,I,S,I,893,81,26
10195,350,392,S,S,S,893,81,26
10196,22,583,S,S,S,893,81,26
10197,536,637,S,S,S,893,81,26
10198,764,216,S,S,S,893,81,26
10199,608,932,S,S,S,893,81,26
10200,428,994,S,S,S,893,81,26
10201,560,68,S,S,S,893,81,26
10202,54,791,S,S,S,893,81,26
10203,941,913,S,S,S,893,81,26
10204,644,35,S,I,I,893,81,26
10205,286,167,S,S,S,893,81,26
10206,821,423,I,S,I,892,82,26
10207,972,236,S,S,S,892,82,26
10208,695,349,S,I,I,892,82,26
10209,966,485,S,S,S,892,82,26
10210,40,427,S,S,S,892,82,26
10211,503,720,S,I,I,892,82,26
10212,824,727,S,S,S,892,82,26
10213,591,747,S,S,S,892,82,26
10214,183,484,S,S,S,892,82,26
10215,410,37,S,I,I,892,82,26
10216,120,208,S,S,S,892,82,26
10217,722,899,S,S,S,892,82,26
10218,228,233,S,S,S,892,82,26
10219,16,487,S,S,S,892,82,26
10220,505,521,I,S,I,891,83,26
10221,509,455,S,S,S,891,83,26
10222,636,184,S,S,S,891,83,26
10223,62,320,I,S,I,890,84,26
10224,461,975,S,S,S,890,84,26
10225,754,684,S,S,S,890,84,26
10226,291,626,S,S,S,890,84,26
10227,20,499,S,S,S,890,84,26
10228,26,590,S,S,S,890,84,26
10229,490,68,S,S,S,890,84,26
10230,910,168,S,S,S,890,84,26
10231,530,400,S,S,S,890,84,26
10232,938,225,S,S,S,890,84,26
10233,272,410,S,S,S,890,84,26
10234,598,496,S,S,S,890,84,26
10235,349,6,I,S,S,890,84,26
10236,478,736,S,M,M,890,84,26
10237,860,840,S,S,S,890,84,26
10238,335,871,S,S,S,890,84,26
10239,609,341,S,S,S,890,84,26
10240,726,280,S,M,M,890,84,26
10241,926,320,S,I,M,890,83,27
10242,289,675,S,S,S,890,83,27
10243,200,703,S,S,S,890,83,27
10244,280,901,M,S,S,890,83,27
10245,662,108,S,S,S,890,83,27
10246,36,963,I,I,I,890,83,27
10247,231,824,S,S,S,890,83,27
10248,875,701,S,S,S,890,83,27
10249,121,492,S,S,S,890,83,27
10250,919,974,S,S,S,890,83,27
10251,878,823,S,S,S,890,83,27
10252,250,156,S,S,S,890,83,27
10253,28,873,S,S,S,890,83,27
10254,967,623,S,S,S,890,83,27
10255,238,316,S,S,S,890,83,27
10256,865,923,S,S,S,890,83,27
10257,404,411,S,S,S,890,83,27
10258,668,806,S,S,S,890,83,27
10259,85,942,S,S,S,890,83,27
10260,696,64,S,S,S,890,83,27
10261,116,946,S,S,S,890,83,27
10262,183,653,S,S,S,890,83,27
10263,113,393,S,S,S,890,83,27
10264,279,932,S,S,S,890,83,27
10265,361,633,S,S,S,890,83,27
10266,803,71,S,S,S,890,83,27
10267,247,255,I,S,S,890,83,27
10268,792,804,S,S,S,890,83,27
10269,977,566,S,S,S,890,83,27
10270,396,856,S,S,S,890,83,27
10271,895,277,S,S,S,890,83,27
10272,150,436,S,S,S,890,83,27
10273,265,110,S,S,S,890,83,27
10274,840,944,S,S,S,890,83,27
10275,388,885,M,S,S,890,83,27
10276,782,386,S,S,S,890,83,27
10277,241,166,S,M,M,890,83,27
10278,554,684,S,S,S,890,83,27
10279,37,612,I,I,I,890,83,27
10280,27,120,S,S,S,890,83,27
10281,649,502,S,S,S,890,83,27
10282,621,114,S,S,S,890,83,27
10283,124,388,S,M,M,890,83,27
10284,903,552,S,S,S,890,83,27
10285,390,412,S,S,S,890,83,27
10286,128,244,M,S,S,890,83,27
10287,942,841,S,S,S,890,83,27
10288,968,141,S,S,S,890,83,27
10289,209,237,S,S,S,890,83,27
10290,54,43,S,S,S,890,83,27
10291,78,17,I,S,I,889,84,27
10292,669,139,S,S,S,889,84,27
10293,411,453,S,S,S,889,84,27
10294,275,628,S,S,S,889,84,27
10295,616,290,S,S,S,889,84,27
10296,682,221,S,I,I,889,84,27
10297,70,923,S,S,S,889,84,27
10298,42,909,S,S,S,889,84,27
10299,772,731,S,S,S,889,84,27
10300,178,448,S,S,S,889,84,27
10301,704,496,S,S,S,889,84,27
10302,639,128,S,M,M,889,84,27
10303,141,942,S,S,S,889,84,27
10304,122,237,S,S,S,889,84,27
10305,64,96,S,S,S,889,84,27
10306,59,891,S,S,S,889,84,27
10307,913,694,S,S,S,889,84,27
10308,377,673,S,S,S,889,84,27
10309,951,200,S,S,S,889,84,27
10310,144,83,S,S,S,889,84,27
10311,761,424,S,S,S,889,84,27
10312,534,939,S,S,S,889,84,27
10313,114,763,S,S,S,889,84,27
10314,108,906,S,S,S,889,84,27
10315,454,890,S,S,S,889,84,27
10316,895,632,S,S,S,889,84,27
10317,724,306,S,S,S,889,84,27
10318,380,721,S,S,S,889,84,27
10319,476,136,I,M,M,889,84,27
10320,268,479,S,S,S,889,84,27
10321,653,744,S,S,S,889,84,27
10322,293,506,I,S,I,888,85,27
10323,563,118,S,I,I,888,85,27
10324,600,749,S,S,S,888,85,27
10325,786,728,S,S,S,888,85,27
10326,7,355,S,I,I,888,85,27
10327,284,128,S,M,M,888,85,27
10328,615,957,S,S,S,888,85,27
10329,841,59,S,S,S,888,85,27
10330,730,872,S,S,S,888,85,27
10331,667,196,S,S,S,888,85,27
10332,299,409,S,S,S,888,85,27
10333,191,849,S,S,S,888,85,27
10334,888,660,S,S,S,888,85,27
10335,277,214,S,S,S,888,85,27
10336,308,505,I,I,I,888,85,27
10337,781,123,S,S,S,888,85,27
10338,126,552,I,S,I,887,86,27
10339,553,261,S,S,S,887,86,27
10340,838,945,S,I,I,887,86,27
10341,985,917,S,S,S,887,86,27
10342,509,701,S,S,S,887,86,27
10343,31,979,S,S,S,887,86,27
10344,713,825,S,S,S,887,86,27
10345,968,479,S,S,S,887,86,27
10346,401,278,S,S,S,887,86,27
10347,846,79,S,S,S,887,86,27
10348,611,25,I,S,S,887,86,27
10349,810,724,S,S,S,887,86,27
10350,33,398,S,S,S,887,86,27
10351,511,807,S,S,S,887,86,27
10352,731,262,S,S,S,887,86,27
10353,569,404,S,S,S,887,86,27
10354,624,753,S,S,S,887,86,27
10355,497,916,S,S,S,887,86,27
10356,287,408,S,S,S,887,86,27
10357,372,309,S,S,S,887,86,27
10358,49,885,I,S,I,886,87,27
10359,257,583,S,S,S,886,87,27
10360,1,0,S,M,M,886,87,27
10361,10,218,M,I,I,886,87,27
10362,638,719,S,I,I,886,87,27
10363,611,61,I,S,S,886,87,27
10364,835,418,S,S,S,886,87,27
10365,777,464,S,S,S,886,87,27
10366,802,913,I,S,I,885,88,27
10367,545,121,S,S,S,885,88,27
10368,973,557,S,S,S,885,88,27
10369,884,152,I,S,I,884,89,27
10370,119,952,S,S,S,884,89,27
10371,169,709,S,S,S,884,89,27
10372,0,43,M,S,S,884,89,27
10373,919,670,S,S,S,884,89,27
10374,649,496,S,S,S,884,89,27
10375,972,764,S,S,S,884,89,27
10376,399,717,S,S,S,884,89,27
10377,910,876,S,S,S,884,89,27
10378,219,277,S,S,S,884,89,27
10379,879,876,M,S,S,884,89,27
10380,845,218,I,I,M,884,88,28
10381,564,691,S,S,S,884,88,28
10382,662,336,S,S,S,884,88,28
10383,738,966,S,S,S,884,88,28
10384,9,692,S,S,S,884,88,28
10385,250,406,S,S,S,884,88,28
10386,286,194,S,S,S,884,88,28
10387,46,355,I,I,I,884,88,28
10388,240,857,S,S,S,884,88,28
10389,866,488,S,S,S,884,88,28
10390,827,656,S,S,S,884,88,28
10391,529,931,S,S,S,884,88,28
10392,536,973,S,S,S,884,88,28
10393,167,343,S,S,S,884,88,28
10394,169,466,S,S,S,884,88,28
10395,780,518,S,S,S,884,88,28
10396,467,171,S,S,S,884,88,28
10397,161,227,S,S,S,884,88,28
10398,922,31,S,S,S,884,88,28
10399,296,640,I,S,I,883,89,28
10400,313,217,I,S,S,883,89,28
10401,821,287,I,S,I,882,90,28
10402,359,13,S,S,S,882,90,28
10403,45,387,S,I,I,882,90,28
10404,716,309,S,S,S,882,90,28
10405,624,964,S,S,S,882,90,28
10406,945,983,I,S,S,882,90,28
10407,893,835,S,S,S,882,90,28
10408,471,496,S,S,S,882,90,28
10409,537,229,S,S,S,882,90,28
10410,526,456,I,S,S,882,90,28
10411,741,523,S,S,S,882,90,28
10412,241,59,S,S,S,882,90,28
10413,403,467,S,S,S,882,90,28
10414,891,682,S,S,S,882,90,28
10415,395,214,S,S,S,882,90,28
10416,588,751,S,S,S,882,90,28
10417,926,181,S,S,S,882,90,28
10418,917,590,S,S,S,882,90,28
10419,282,920,I,S,I,881,91,28
10420,927,57,S,S,S,881,91,28
10421,4,198,S,S,S,881,91,28
10422,724,836,S,S,S,881,91,28
10423,613,934,S,S,S,881,91,28
10424,387,68,I,S,S,881,91,28
10425,123,465,S,S,S,881,91,28
10426,903,279,S,S,S,881,91,28
10427,897,541,S,I,I,881,91,28
10428,500,216,S,S,S,881,91,28
10429,56,23,S,S,S,881,91,28
10430,770,38,S,S,S,881,91,28
10431,475,838,S,S,S,881,91,28
10432,68,639,S,S,S,881,91,28
10433,504,75,S,S,S,881,91,28
10434,9,860,S,S,S,881,91,28
10435,984,501,S,I,I,881,91,28
10436,621,211,S,S,S,881,91,28
10437,558,188,S,S,S,881,91,28
10438,416,657,S,S,S,881,91,28
10439,836,506,S,I,I,881,91,28
10440,700,375,S,S,S,881,91,28
10441,207,865,S,S,S,881,91,28
10442,887,727,S,S,S,881,91,28
10443,325,310,S,S,S,881,91,28
10444,172,934,S,S,S,881,91,28
10445,423,529,I,S,S,881,91,28
10446,273,550,S,S,S,881,91,28
10447,331,869,S,S,S,881,91,28
10448,842,452,I,S,I,880,92,28
10449,119,245,S,S,S,880,92,28
10450,47,708,S,I,I,880,92,28
10451,296,541,I,I,I,880,92,28
10452,672,865,S,S,S,880,92,28
10453,624,554,S,S,S,880,92,28
10454,92,932,S,S,S,880,92,28
10455,533,725,S,S,S,880,92,28
10456,912,689,S,S,S,880,92,28
10457,704,150,S,S,S,880,92,28
10458,232,952,S,S,S,880,92,28
10459,330,355,S,I,I,880,92,28
10460,728,331,S,S,S,880,92,28
10461,578,565,S,I,I,880,92,28
10462,475,892,S,S,S,880,92,28
10463,172,868,S,S,S,880,92,28
10464,167,267,S,S,S,880,92,28
10465,773,778,S,S,S,880,92,28
10466,501,432,I,S,S,880,92,28
10467,376,325,S,S,S,880,92,28
10468,624,253,S,M,M,880,92,28
10469,718,787,S,S,S,880,92,28
10470,208,294,S,S,S,880,92,28
10471,434,751,S,S,S,880,92,28
10472,211,595,S,I,I,880,92,28
10473,870,799,S,S,S,880,92,28
10474,3,944,S,S,S,880,92,28
10475,981,335,S,S,S,880,92,28
10476,227,697,S,S,S,880,92,28
10477,262,988,S,S,S,880,92,28
10478,732,930,S,S,S,880,92,28
10479,977,688,S,S,S,880,92,28
10480,253,693,M,S,S,880,92,28
10481,825,972,S,S,S,880,92,28
10482,452,203,I,I,I,880,92,28
10483,491,614,S,S,S,880,92,28
10484,8,352,S,S,S,880,92,28
10485,975,217,S,S,S,880,92,28
10486,198,370,S,S,S,880,92,28
10487,633,163,S,S,S,880,92,28
10488,130,129,S,S,S,880,92,28
10489,657,565,S,I,I,880,92,28
10490,644,89,S,M,M,880,92,28
10491,466,659,S,S,S,880,92,28
10492,187,151,S,S,S,880,92,28
10493,79,15,S,S,S,880,92,28
10494,7,926,S,S,S,880,92,28
10495,909,341,S,S,S,880,92,28
10496,918,471,S,S,S,880,92,28
10497,868,731,S,S,S,880,92,28
10498,729,59,S,S,S,880,92,28
10499,728,511,S,S,S,880,92,28
10500,237,662,S,S,S,880,92,28
10501,799,845,S,I,I,880,92,28
10502,585,444,S,S,S,880,92,28
10503,774,34,S,S,S,880,92,28
10504,72,949,S,S,S,880,92,28
10505,106,521,S,I,I,880,92,28
10506,611,223,I,S,I,879,93,28
10507,21,712,I,S,I,878,94,28
10508,11,307,S,S,S,878,94,28
10509,665,247,S,I,I,878,94,28
10510,578,461,S,S,S,878,94,28
10511,903,347,S,S,S,878,94,28
10512,554,581,S,S,S,878,94,28
10513,497,644,S,S,S,878,94,28
10514,933,179,S,S,S,878,94,28
10515,45,655,S,S,S,878,94,28
10516,525,121,S,S,S,878,94,28
10517,843,533,I,S,I,877,95,28
10518,798,39,S,I,I,877,95,28
10519,114,289,S,S,S,877,95,28
10520,49,309,I,S,I,876,96,28
10521,221,628,I,S,I,875,97,28
10522,205,76,S,S,S,875,97,28
10523,615,370,S,S,S,875,97,28
10524,672,923,S,S,S,875,97,28
10525,681,644,S,S,S,875,97,28
10526,15,488,S,S,S,875,97,28
10527,710,750,I,S,I,874,98,28
10528,390,35,S,I,I,874,98,28
10529,451,459,M,S,S,874,98,28
10530,884,773,I,S,I,873,99,28
10531,781,322,S,S,S,873,99,28
10532,248,970,S,S,S,873,99,28
10533,625,68,S,S,S,873,99,28
10534,31,641,S,I,M,873,98,29
10535,656,748,S,S,S,873,98,29
10536,346,805,S,S,S,873,98,29
10537,535,247,S,I,I,873,98,29
10538,212,695,S,S,S,873,98,29
10539,590,257,S,S,S,873,98,29
10540,927,227,S,S,S,873,98,29
10541,908,172,I,S,S,873,98,29
10542,913,500,I,S,S,873,98,29
10543,849,969,S,S,S,873,98,29
10544,621,733,S,S,S,873,98,29
10545,958,580,S,S,S,873,98,29
10546,356,435,S,I,I,873,98,29
10547,621,334,S,S,S,873,98,29
10548,165,906,S,S,S,873,98,29
10549,663,470,M,S,S,873,98,29
10550,913,418,I,S,I,872,99,29
10551,995,59,S,S,S,872,99,29
10552,292,20,S,S,S,872,99,29
10553,494,550,S,S,S,872,99,29
10554,101,966,S,S,S,872,99,29
10555,78,363,I,S,S,872,99,29
10556,962,70,S,S,S,872,99,29
10557,805,13,S,S,S,872,99,29
10558,646,279,S,S,S,872,99,29
10559,64,926,S,S,S,872,99,29
10560,548,911,S,S,S,872,99,29
10561,686,469,S,S,S,872,99,29
10562,92,699,S,S,S,872,99,29
10563,529,300,S,S,S,872,99,29
10564,501,186,I,S,I,871,100,29
10565,622,324,S,S,S,871,100,29
10566,934,322,S,S,S,871,100,29
10567,512,83,S,S,S,871,100,29
10568,223,628,I,I,I,871,100,29
10569,609,211,S,S,S,871,100,29
10570,586,169,S,S,S,871,100,29
10571,866,966,S,S,S,871,100,29
10572,850,164,S,S,S,871,100,29
10573,509,427,S,S,S,871,100,29
10574,505,696,I,S,I,870,101,29
10575,943,57,S,S,S,870,101,29
10576,278,539,S,S,S,870,101,29
10577,886,150,S,S,S,870,101,29
10578,979,263,S,S,S,870,101,29
10579,662,711,S,S,S,870,101,29
10580,2,851,S,S,S,870,101,29
10581,140,735,S,S,S,870,101,29
10582,818,603,S,S,S,870,101,29
10583,921,317,S,S,S,870,101,29
10584,991,494,S,S,S,870,101,29
10585,889,945,S,I,I,870,101,29
10586,223,869,I,S,S,870,101,29
10587,896,460,S,S,S,870,101,29
10588,477,690,I,S,I,869,102,29
10589,987,743,S,S,S,869,102,29
10590,32,478,S,S,S,869,102,29
10591,472,552,S,I,I,869,102,29
10592,105,67,S,I,I,869,102,29
10593,431,447,S,S,S,869,102,29
10594,73,368,S,I,I,869,102,29
10595,330,477,S,I,I,869,102,29
10596,57,846,S,S,S,869,102,29
10597,89,635,M,S,S,869,102,29
10598,486,537,S,S,S,869,102,29
10599,350,762,S,S,S,869,102,29
10600,214,314,S,S,S,869,102,29
10601,50,697,S,S,S,869,102,29
10602,751,85,S,S,S,869,102,29
10603,290,368,S,I,I,869,102,29
10604,307,279,S,S,S,869,102,29
10605,9,302,S,S,S,869,102,29
10606,209,325,S,S,S,869,102,29
10607,835,117,S,S,S,869,102,29
10608,911,635,S,S,S,869,102,29
10609,943,124,S,S,S,869,102,29
